region,district,R,F,M,total_restaurants,population,R_scaled,F_scaled,M_scaled,cluster,cluster_name,potential_score,density_weight,growth_multiplier,estimated_ltv,investment_score,marketing_investment,expected_additional_revenue,roi_ratio
부산광역시,사하구,3.9696788350289247,4,0.046526257408483,5212,256345.0,-0.32958018300040587,0.0,-0.6288815775478526,1,저밀도 성장형,-0.3833847042193034,1.0,1.0396967883502892,5418.899660881707,5634.012573811182,100000000,11909036.505086774,11.909036505086775
부산광역시,서구,2.981171548117155,4,0.08695849950878827,1969,86095.0,-0.9950756291962932,0.0,-0.3606285427219376,0,고밀도 안정형,-0.5422816687672923,1.2,1.0298117154811715,2433.2391213389114,2505.7781537219225,50000000,5366108.786610879,10.732217573221758
부산광역시,수영구,5.159406181552689,4,0.09253939911497555,4321,146375.0,0.4713831905725306,0.0,-0.3236013293236683,1,저밀도 성장형,0.05911274449954493,1.2,1.0515940618155268,5452.72552932587,5734.05378734901,100000000,18573862.253589682,18.57386225358968
부산광역시,연제구,4.4188722669735325,4,0.08233421659782314,4537,164002.0,-0.027168468511020775,0.0,-0.39130895667678595,1,저밀도 성장형,-0.1673909700751227,1.0,1.0441887226697353,4737.484234752589,4946.827611754315,100000000,13256616.800920594,13.256616800920595
부산광역시,영도구,4.044704630122405,4,0.10301549268700659,1955,84722.0,-0.2790703631507991,0.0,-0.25409630690008206,1,저밀도 성장형,-0.21326666802035246,1.2,1.040447046301224,2440.8887706226715,2539.6155117441845,100000000,14560936.668440659,14.560936668440657
부산광역시,중구,2.433936022253129,4,0.3317529460810248,2946,38442.0,-1.3634924889210982,0.0,1.2634924505839698,0,고밀도 안정형,-0.040000015334851424,1.2,1.0243393602225312,3621.2445062586926,3709.3832807503854,50000000,4381084.840055632,8.762169680111265
부산광역시,해운대구,1.5671325709445152,4,0.03863207734260025,7194,322177.0,-1.9470529312471534,0.0,-0.6812565547969945,0,고밀도 안정형,-1.0513237944176592,1.0,1.0156713257094452,7306.739517153749,7421.24581200114,50000000,2350698.856416773,4.701397712833546
서울특별시,강남구,3.519923450208461,4,0.03673664096100297,15146,525205.0,-0.6323702225510326,0.0,-0.6938320770849133,1,저밀도 성장형,-0.5304809198543784,1.0,1.0351992345020846,15679.127605768574,16231.02089515213,100000000,10559770.350625385,10.559770350625385
서울특별시,강동구,4.496402877697841,4,0.028938515683715565,6391,390190.0,0.02502767517043577,0.0,-0.7455697661894518,1,저밀도 성장형,-0.2882168364076064,1.0,1.0449640287769784,6678.365107913669,6978.651308809067,100000000,13489208.633093525,13.489208633093524
서울특별시,강북구,4.076252281484486,4,0.050768466609296584,5132,262562.0,-0.25783145212038,0.0,-0.6007360819391371,1,저밀도 성장형,-0.34342701362380684,1.0,1.040762522814845,5341.193267085784,5558.913779493864,100000000,12228756.844453458,12.228756844453457
서울특별시,강서구,6.059519541054141,4,0.02711350496886755,8874,505859.0,1.0773689528826107,0.0,-0.7576780401168108,1,저밀도 성장형,0.12787636510631994,1.0,1.0605951954105415,9411.721764073145,9982.026883516803,100000000,18178558.623162422,18.178558623162424
서울특별시,관악구,6.0732984293193715,4,0.022770973460239364,7091,494294.0,1.0866453512618282,0.0,-0.786489137288389,1,저밀도 성장형,0.12006248558937566,1.0,1.0607329842931936,7521.657591623036,7978.470303993859,100000000,18219895.287958115,18.219895287958117
서울특별시,광진구,3.5578355121628333,4,0.034811112334524975,6258,346378.0,-0.6068465820876892,0.0,-0.7066072503344077,1,저밀도 성장형,-0.5253815329688387,1.0,1.0355783551216284,6480.649346351151,6711.220190214381,100000000,10673506.5364885,10.6735065364885
서울특별시,구로구,4.49497620306716,4,0.02739038761238116,5928,425199.0,0.024067191133046513,0.0,-0.7558410257551317,1,저밀도 성장형,-0.29270953384883414,1.0,1.0449497620306716,6194.462189317821,6472.90179063565,100000000,13484928.60920148,13.48492860920148
서울특별시,금천구,6.18860510805501,4,0.05916826253806477,4324,252871.0,1.1642735798349058,0.0,-0.5450065296620097,1,저밀도 성장형,0.24770682006915842,1.0,1.0618860510805501,4591.595284872299,4875.750985213119,100000000,18565815.324165028,18.565815324165026
서울특별시,노원구,4.909510974201002,4,0.022324153759298998,5449,428220.0,0.30314556124935027,0.0,-0.7894536214369531,1,저밀도 성장형,-0.19452322407504113,1.0,1.04909510974201,5716.5192529842125,5997.172393051786,100000000,14728532.922603004,14.728532922603005
